Content,Score,Category
ambushing bombsite,0.10,Green
rq ganking stamina,0.13,Green
valid peeking nerf,0.10,Green
rn grinding cart,0.13,Green
iirc escorting cooldowns,0.13,Green
op baiting settings,0.13,Green
fwiw selling ult,0.13,Green
afk peeking base,0.12,Green
hold selling dps,0.13,Green
l tracking stamina,0.12,Green
ready contesting core,0.10,Green
hf main,0.10,Green
hold streak,0.10,Green
wts chokepoint,0.13,Green
ganking spawn,0.13,Green
afk camping point,0.12,Green
ty sliding fountain,0.12,Green
nvm peeling queue,0.13,Green
ttyl rushing tunnel,0.10,Green
done cooldowns,0.12,Green
ama chasing loot,0.13,Green
cya joining stream,0.13,Green
here warping scoreboard,0.10,Green
done ambushing lobby,0.13,Green
oof pinging crate,0.10,Green
ranked peeking binds,0.10,Green
dm protecting squad,0.10,Green
goat planting kills,0.10,Green
irl dueling payload,0.13,Green
rushing perimeter,0.12,Green
casual streaming duo,0.13,Green
leaving carry,0.13,Green
patrolling ping,0.13,Green
mood chasing armor,0.10,Green
k crafting site,0.13,Green
oom mic,0.12,Green
irl defend carry,0.12,Green
laning stream,0.13,Green
mmr queue,0.13,Green
scouting round,0.13,Green
idk scouting leaderboard,0.10,Green
bet,0.10,Green
copy peeking nexus,0.10,Green
lagging stamina,0.10,Green
wtb reloading deaths,0.13,Green
gz wall,0.12,Green
ulting payload,0.10,Green
based lag,0.10,Green
clear aiming binds,0.13,Green
thx extract,0.12,Green
rq staggering squad,0.12,Green
ttyl drop chokepoint,0.12,Green
glhf chokepoint,0.13,Green
thx tracking vault,0.10,Green
inhouse route,0.10,Green
diving flank,0.10,Green
tmr assaulting meter,0.12,Green
noted disengaging stream,0.12,Green
ig escorting sentry,0.12,Green
tourney push stats,0.13,Green
casual stats,0.12,Green
rotating barracks,0.10,Green
pve chasing mic,0.10,Green
inc loot,0.13,Green
aoe reviving xp,0.12,Green
carrying fps,0.13,Green
sure raiding loadout,0.12,Green
eta looting assists,0.12,Green
aram top,0.13,Green
escaping gold,0.12,Green
rip checking buff,0.12,Green
league laning queue,0.13,Green
camping radar,0.13,Green
peeking lag,0.12,Green
ggs pinging bridge,0.10,Green
heard corner,0.10,Green
obv splitpushing angle,0.12,Green
countering lag,0.10,Green
imho health,0.10,Green
backing wall,0.10,Green
brb tapping jungle,0.12,Green
idk leashing tunnel,0.12,Green
pub buff,0.13,Green
wait trading leaderboard,0.10,Green
rng anchoring shop,0.12,Green
splitpushing perimeter,0.12,Green
nah jungling turret,0.13,Green
dude scoreboard,0.13,Green
kk dodging buff,0.10,Green
ofc anchoring crate,0.13,Green
league queueing shop,0.13,Green
k resetting settings,0.13,Green
gn route,0.13,Green
splitpushing nexus,0.10,Green
chasing squad,0.10,Green
wb lagging pit,0.10,Green
ready,0.10,Green
ama core,0.10,Green
backing minimap,0.13,Green
oof protecting scoreboard,0.12,Green
hf buying site,0.13,Green
ngl,0.12,Green
wtt ulting backpack,0.13,Green
standby laning leaderboard,0.12,Green
brb disengaging jungle,0.10,Green
wtb ganking flag,0.12,Green
chill warping account,0.10,Green
pog crate,0.12,Green
ggs pinging crate,0.12,Green
rng reporting sentry,0.13,Green
ready ulting bot,0.12,Green
glhf laning aggro,0.12,Green
rip streaming bombsite,0.12,Green
wait bot,0.13,Green
rip match,0.12,Green
rn sieging bombsite,0.10,Green
idk stamina,0.12,Green
meta checking adds,0.10,Green
elo poking cache,0.13,Green
cc reviving turret,0.12,Green
peeling party,0.13,Green
rofl alt,0.10,Green
valid harassing bot,0.10,Green
tbh crouching objective,0.10,Green
carrying crate,0.12,Green
drop objective,0.10,Green
done farming trio,0.12,Green
jungling throne,0.12,Green
smurfing nexus,0.12,Green
crouching base,0.10,Green
fwiw ping,0.12,Green
rofl route,0.10,Green
wtb bridge,0.12,Green
gz resetting crate,0.10,Green
ready joining dps,0.13,Green
wya questing respawn,0.13,Green
deadass warding boss,0.10,Green
jk harassing stamina,0.10,Green
contesting backpack,0.12,Green
elo crouching respawn,0.10,Green
nt freezing minimap,0.10,Green
throwing route,0.13,Green
ttyl reloading angle,0.12,Green
cap tracking route,0.12,Green
oof rushing settings,0.13,Green
gn diving settings,0.13,Green
sec extract,0.10,Green
nice protecting lag,0.12,Green
need chokepoint,0.12,Green
mb need main,0.10,Green
oom poking fps,0.12,Green
tilt dps,0.12,Green
rip tracking turret,0.10,Green
defusing comms,0.10,Green
k smurfing respawn,0.13,Green
jungling cache,0.10,Green
ez surrendering deaths,0.10,Green
peeling cooldowns,0.13,Green
standby tracking streak,0.13,Green
fr dodging mana,0.13,Green
glhf checking gold,0.10,Green
sure aggro,0.12,Green
mia snowballing ult,0.13,Green
aiming loadout,0.13,Green
mood zoning trio,0.10,Green
covering stream,0.13,Green
ganking energy,0.12,Green
ama heals,0.13,Green
lmao spraying top,0.13,Green
resetting squad,0.10,Green
tracking nexus,0.10,Green
aiming mats,0.12,Green
ok carrying queue,0.12,Green
sec rushing discord,0.10,Green
planting scoreboard,0.13,Green
wtt queueing radar,0.13,Green
ofc roaming kills,0.12,Green
dced chasing shields,0.12,Green
req splitpushing tank,0.12,Green
omw sentry,0.10,Green
league voice,0.10,Green
imo checking settings,0.10,Green
lowkey joining ammo,0.10,Green
equipping crystal,0.10,Green
sniping adds,0.13,Green
glhf vaulting tank,0.10,Green
poking route,0.10,Green
grinding kills,0.12,Green
nice ulting gold,0.13,Green
poking shields,0.10,Green
gz radar,0.13,Green
reloading assists,0.10,Green
ff kiting route,0.12,Green
nbd boosting voice,0.12,Green
dm staggering smurf,0.10,Green
lfg need sentry,0.13,Green
jk health,0.12,Green
poking meter,0.12,Green
countering account,0.10,Green
noted farming top,0.10,Green
questing queue,0.10,Green
wtt focusing deaths,0.10,Green
k heals,0.10,Green
nt core,0.13,Green
eta smurfing shop,0.13,Green
bg contesting lobby,0.13,Green
grinding binds,0.13,Green
lmao rotating chest,0.12,Green
raiding cooldowns,0.13,Green
healing kills,0.10,Green
mood sliding crystal,0.13,Green
lfg baiting minimap,0.12,Green
ngl tracking top,0.10,Green
wb crystal,0.10,Green
draft reviving streak,0.12,Green
xd spawn,0.13,Green
lowkey baiting boss,0.12,Green
ggs mats,0.13,Green
meta binds,0.10,Green
pve contesting site,0.12,Green
ok nexus,0.13,Green
aram account,0.10,Green
ngl drop scoreboard,0.12,Green
meta bombsite,0.10,Green
oom,0.13,Green
pog push leaderboard,0.10,Green
ok healing vault,0.13,Green
ok checking shop,0.12,Green
dm assists,0.10,Green
thx,0.12,Green
fed angle,0.13,Green
f sweeping xp,0.13,Green
gz dodging point,0.13,Green
wtb diving deaths,0.13,Green
gz defusing account,0.10,Green
vgg,0.13,Green
flanking health,0.13,Green
dced tunnel,0.12,Green
tbf need voice,0.10,Green
hype carrying perimeter,0.10,Green
meh sprinting trio,0.10,Green
disengaging mana,0.10,Green
lol lagging round,0.12,Green
lmfao resetting buff,0.13,Green
kiting chokepoint,0.13,Green
pvp harassing stamina,0.13,Green
rip rushing mid,0.13,Green
soon boosting armor,0.13,Green
cc covering energy,0.12,Green
lagging cache,0.10,Green
oof barracks,0.10,Green
cya spectating crystal,0.10,Green
diff escaping dps,0.12,Green
rofl ganking barracks,0.13,Green
defend guild,0.12,Green
nt sliding cache,0.13,Green
bbs mid,0.12,Green
diving streak,0.12,Green
glhf backing shields,0.10,Green
eta looting payload,0.12,Green
poggers lag,0.12,Green
irl joining stats,0.10,Green
gratz need bridge,0.12,Green
fr,0.13,Green
scrim engaging carry,0.13,Green
nbd assaulting settings,0.10,Green
nope patrolling extract,0.12,Green
peeking radar,0.12,Green
idc tracking corner,0.10,Green
k chokepoint,0.10,Green
lagging ult,0.13,Green
tbh anchoring pit,0.10,Green
bro checking streak,0.10,Green
nbd reviving squad,0.13,Green
obv pulling crystal,0.12,Green
f rank,0.12,Green
diff staggering cooldowns,0.12,Green
thx peeking carry,0.13,Green
bet rushing mats,0.13,Green
valid aggro,0.13,Green
mood disengaging chest,0.12,Green
noted splitpushing buff,0.13,Green
ig comms,0.13,Green
wait resetting armor,0.13,Green
tourney throne,0.12,Green
goat bot,0.13,Green
afaik poking lobby,0.10,Green
poggers aggro,0.10,Green
nbd disengaging lobby,0.12,Green
aram capping main,0.10,Green
tmr spawning main,0.12,Green
heard reviving squad,0.12,Green
aoe defusing vault,0.12,Green
elo aiming shields,0.12,Green
aoe healing mana,0.10,Green
elo buff,0.13,Green
omg diving angle,0.13,Green
smh drop mana,0.12,Green
inc,0.13,Green
kek dodging fps,0.12,Green
rip assaulting throne,0.12,Green
crafting flank,0.13,Green
aram leashing angle,0.13,Green
req crafting gold,0.12,Green
afk harassing loadout,0.13,Green
eta laning crate,0.13,Green
smh selling binds,0.12,Green
wb stream,0.12,Green
gn push bombsite,0.13,Green
league account,0.10,Green
deadass wall,0.13,Green
tbh warding rank,0.10,Green
w nexus,0.10,Green
deadass rotating crate,0.10,Green
sniping minions,0.13,Green
w baiting ammo,0.10,Green
rng looting armor,0.10,Green
lol reviving queue,0.13,Green
standby kiting vault,0.10,Green
cya rushing stats,0.13,Green
omw protecting settings,0.10,Green
fr vaulting fountain,0.12,Green
deadass spectating energy,0.12,Green
pve engaging sentry,0.13,Green
deadass shop,0.10,Green
brb tracking ammo,0.12,Green
peeking bridge,0.12,Green
yw dps,0.10,Green
close zoning squad,0.12,Green
dc,0.12,Green
diving zone,0.13,Green
smurfing minimap,0.10,Green
deadass loadout,0.10,Green
roger,0.10,Green
dced sieging meter,0.13,Green
invading buff,0.10,Green
wait protecting creeps,0.12,Green
aram holding stats,0.12,Green
roger rotating mana,0.12,Green
tourney ganking crystal,0.10,Green
ggs energy,0.12,Green
lul raiding bridge,0.12,Green
xd streak,0.13,Green
aram defend trio,0.12,Green
inc farming trio,0.10,Green
rofl inventory,0.10,Green
pvp focusing adds,0.10,Green
k peeking boss,0.13,Green
lowkey rushing flag,0.10,Green
league neutralizing stats,0.10,Green
meh flank,0.13,Green
vgg healing account,0.12,Green
lmao,0.12,Green
poggers contesting mats,0.13,Green
close map,0.12,Green
yw checking discord,0.13,Green
bro backdooring gold,0.13,Green
afaik splitpushing trio,0.12,Green
ez focusing cooldowns,0.13,Green
hp questing flank,0.13,Green
crashing match,0.13,Green
yep ult,0.13,Green
scrim rotating throne,0.12,Green
wp sieging respawn,0.12,Green
irl protecting perimeter,0.12,Green
xd sweeping mid,0.10,Green
sprinting loadout,0.12,Green
copy pinging scoreboard,0.13,Green
hype squad,0.12,Green
crouching guild,0.10,Green
wtb shields,0.12,Green
pinging spawn,0.10,Green
lul disengaging adds,0.10,Green
f pulling pit,0.10,Green
scouting core,0.10,Green
rn crashing streak,0.13,Green
gn defend discord,0.13,Green
splitpushing shop,0.13,Green
league backing smurf,0.12,Green
wait,0.13,Green
aiming lobby,0.10,Green
rip payload,0.10,Green
lfg reloading rank,0.10,Green
wtt splitpushing flag,0.13,Green
tilt jungle,0.13,Green
wtb sieging radar,0.13,Green
clear reloading sentry,0.12,Green
dced payload,0.10,Green
imo drop stream,0.13,Green
jungling boss,0.12,Green
mood mats,0.10,Green
standby snowballing pit,0.10,Green
customs crate,0.10,Green
wtt anchoring pit,0.12,Green
gj payload,0.10,Green
afaik loadout,0.12,Green
np chasing xp,0.12,Green
meta rushing aggro,0.13,Green
k rushing fps,0.12,Green
sweeping adds,0.12,Green
rn tracking fountain,0.10,Green
gn peeling scoreboard,0.13,Green
defusing scoreboard,0.13,Green
grinding ult,0.10,Green
kk sieging extract,0.12,Green
rez raiding radar,0.13,Green
lfp staggering assists,0.13,Green
flanking map,0.10,Green
neutralizing point,0.13,Green
op assaulting flank,0.10,Green
nvm sprinting stamina,0.12,Green
gj binds,0.10,Green
f scouting point,0.10,Green
pog lane,0.12,Green
crafting armor,0.10,Green
gm,0.10,Green
w staggering top,0.10,Green
jk heals,0.13,Green
bet escorting objective,0.12,Green
backdooring lag,0.10,Green
sus crystal,0.13,Green
afaik boss,0.13,Green
iirc raiding respawn,0.12,Green
sec holding point,0.12,Green
sus,0.13,Green
lfp need health,0.12,Green
gm questing minimap,0.10,Green
imo farming kills,0.12,Green
diff,0.13,Green
leashing clan,0.13,Green
hype farming barracks,0.13,Green
dm backpack,0.13,Green
chill kiting voice,0.13,Green
harassing flank,0.10,Green
ofc selling health,0.12,Green
chill queueing point,0.12,Green
bbl diving health,0.12,Green
streaming health,0.12,Green
hype core,0.10,Green
ready sweeping core,0.12,Green
nah covering site,0.10,Green
contesting heals,0.12,Green
gz spawn,0.12,Green
thx rotating cooldowns,0.10,Green
based protecting fountain,0.12,Green
goat throwing rank,0.13,Green
glhf freezing leaderboard,0.12,Green
eta,0.10,Green
mood,0.12,Green
lul streaming chokepoint,0.10,Green
gm dodging round,0.10,Green
here nexus,0.10,Green
trading bot,0.13,Green
draft crouching extract,0.10,Green
chill freezing lobby,0.10,Green
clear capping crate,0.12,Green
aoe stacking turret,0.13,Green
jk rushing choke,0.13,Green
engaging mid,0.10,Green
rushing carry,0.12,Green
vgg pinging bot,0.10,Green
gtg flanking fps,0.13,Green
hf pinging payload,0.10,Green
nice spraying tunnel,0.13,Green
sprinting wall,0.10,Green
omw protecting flag,0.13,Green
rip rotating tower,0.13,Green
nope countering cooldowns,0.13,Green
chill looting health,0.13,Green
soon push scoreboard,0.12,Green
goat warding ult,0.10,Green
facts leashing voice,0.13,Green
ranked rushing cache,0.12,Green
joining settings,0.13,Green
oof choke,0.10,Green
ty cooldowns,0.10,Green
imho peeking meter,0.13,Green
bbs,0.13,Green
customs loot,0.10,Green
rq disengaging mic,0.13,Green
farming buff,0.12,Green
peeking heals,0.12,Green
lfp chokepoint,0.10,Green
poking base,0.12,Green
dced guild,0.12,Green
eta saving throne,0.10,Green
obv backdooring turret,0.10,Green
imo spawning ammo,0.12,Green
gg vaulting map,0.10,Green
escaping lag,0.10,Green
spraying mana,0.10,Green
clear push fountain,0.12,Green
kiting spawn,0.12,Green
pub voice,0.10,Green
bbl core,0.10,Green
roger reloading pit,0.12,Green
fed resetting zone,0.12,Green
oom sieging bot,0.10,Green
wtt peeking kills,0.12,Green
pulling aggro,0.13,Green
tourney capping stats,0.10,Green
heard minions,0.10,Green
vgg turret,0.10,Green
rip reloading crate,0.10,Green
og freezing discord,0.10,Green
nah crafting turret,0.13,Green
assaulting smurf,0.13,Green
dc binds,0.13,Green
tourney,0.12,Green
kiting payload,0.10,Green
valid crate,0.10,Green
clear muting queue,0.10,Green
gratz disengaging shop,0.10,Green
bruh reviving dps,0.10,Green
req kills,0.13,Green
obv crate,0.10,Green
fwiw zone,0.12,Green
bbs chasing scoreboard,0.10,Green
selling party,0.12,Green
inc reviving cooldowns,0.12,Green
heard buying assists,0.10,Green
iirc ganking fountain,0.10,Green
irl main,0.12,Green
l creeps,0.13,Green
omg leashing choke,0.10,Green
surrendering smurf,0.10,Green
roger resetting scoreboard,0.10,Green
gratz reviving corner,0.13,Green
iirc stats,0.13,Green
cap peeking throne,0.10,Green
ranked crate,0.10,Green
escaping choke,0.12,Green
hp questing payload,0.12,Green
eta zoning site,0.12,Green
lol spraying radar,0.10,Green
nvm poking shop,0.10,Green
tmr buff,0.12,Green
yw,0.12,Green
yolo laning binds,0.10,Green
nt flank,0.13,Green
ngl planting cache,0.13,Green
raiding alt,0.10,Green
ok dodging smurf,0.12,Green
chill holding trio,0.10,Green
f farming stream,0.13,Green
hf rushing stamina,0.13,Green
np boss,0.10,Green
ggs,0.12,Green
jungling crystal,0.12,Green
nbd,0.10,Green
based kiting main,0.12,Green
pub streak,0.10,Green
lagging support,0.10,Green
idc defend bot,0.12,Green
spawning squad,0.12,Green
based deaths,0.13,Green
close ammo,0.12,Green
bbl trading ammo,0.12,Green
gm sieging mic,0.10,Green
lmfao looting chokepoint,0.10,Green
wtb reviving gold,0.10,Green
bbl kiting lag,0.12,Green
looting throne,0.13,Green
rng focusing mid,0.13,Green
wtb choke,0.13,Green
iirc energy,0.12,Green
dced sweeping perimeter,0.13,Green
league spectating comms,0.13,Green
scouting ping,0.13,Green
clear deaths,0.12,Green
nt questing gold,0.12,Green
omw peeking voice,0.10,Green
l equipping ping,0.13,Green
wtt chokepoint,0.13,Green
lmfao lagging choke,0.13,Green
goat drop chokepoint,0.12,Green
copy spectating clan,0.12,Green
kiting mana,0.12,Green
gl reviving cart,0.12,Green
valid baiting barracks,0.10,Green
stomp harassing top,0.12,Green
disengaging mic,0.10,Green
tilt,0.13,Green
hold capping cart,0.13,Green
tmr patrolling nerf,0.13,Green
kek alt,0.13,Green
eta respawn,0.10,Green
staggering base,0.13,Green
hp spawning voice,0.12,Green
imho chasing stream,0.12,Green
draft escaping scoreboard,0.10,Green
brb invading armor,0.10,Green
dc meter,0.12,Green
grinding armor,0.13,Green
cya anchoring top,0.12,Green
mmr scouting map,0.12,Green
afaik engaging nerf,0.12,Green
lmfao jungling lobby,0.10,Green
og deaths,0.13,Green
neutralizing base,0.12,Green
ngl spawning main,0.12,Green
peeling chest,0.12,Green
lowkey muting cooldowns,0.13,Green
standby,0.10,Green
gl match,0.13,Green
heard backdooring armor,0.13,Green
bg spawning scoreboard,0.10,Green
hf payload,0.10,Green
wtt,0.10,Green
copy peeking buff,0.12,Green
flanking mic,0.12,Green
sus patrolling support,0.12,Green
pog ping,0.10,Green
wtb deaths,0.10,Green
assaulting angle,0.13,Green
chasing support,0.10,Green
lol guild,0.10,Green
casual push comms,0.12,Green
stacking energy,0.12,Green
tmr poking turret,0.12,Green
capping tunnel,0.12,Green
peeking flag,0.10,Green
lfp dueling scoreboard,0.12,Green
gj,0.10,Green
cap escorting discord,0.12,Green
aiming discord,0.13,Green
valid sniping site,0.10,Green
diff grinding guild,0.12,Green
lfp poking nexus,0.10,Green
sus defusing perimeter,0.13,Green
valid countering site,0.10,Green
ama muting streak,0.12,Green
yw sprinting map,0.12,Green
rez harassing support,0.10,Green
wtt diving aggro,0.13,Green
countering duo,0.10,Green
dm health,0.12,Green
og streaming kills,0.10,Green
rng rushing lane,0.13,Green
rq crouching stamina,0.10,Green
gj backdooring cache,0.10,Green
rng roaming barracks,0.12,Green
countering dps,0.10,Green
based questing crystal,0.12,Green
wtt warding zone,0.13,Green
afaik drop lag,0.13,Green
pub rotating creeps,0.12,Green
hold mats,0.12,Green
mia leaving zone,0.13,Green
ulting clan,0.12,Green
tbh crafting chokepoint,0.12,Green
diff covering nerf,0.13,Green
np planting carry,0.10,Green
nt contesting dps,0.12,Green
selling zone,0.12,Green
ranked assaulting lobby,0.10,Green
afk kiting zone,0.12,Green
hp,0.10,Green
meta ganking core,0.10,Green
gtg holding site,0.10,Green
ff muting objective,0.10,Green
np spawning health,0.12,Green
dc flank,0.10,Green
hf pulling queue,0.10,Green
hype sprinting crate,0.10,Green
mmr nerf,0.10,Green
idc backing queue,0.13,Green
ganking discord,0.12,Green
selling minions,0.12,Green
lmfao leashing barracks,0.12,Green
patrolling inventory,0.12,Green
lol bombsite,0.13,Green
wya tapping stream,0.13,Green
obv carry,0.10,Green
f,0.13,Green
assaulting crate,0.12,Green
wait pulling base,0.10,Green
wya poking bombsite,0.13,Green
nt aiming extract,0.10,Green
meh bombsite,0.12,Green
lmao smurfing ping,0.13,Green
k reviving nerf,0.10,Green
customs cart,0.13,Green
ngl leaving mana,0.10,Green
bg assaulting buff,0.12,Green
facts shop,0.12,Green
gg neutralizing xp,0.13,Green
ngl trading flank,0.13,Green
oom defend account,0.13,Green
inc camping mic,0.13,Green
req,0.13,Green
patrolling mic,0.10,Green
elo snowballing stream,0.13,Green
ofc push choke,0.10,Green
bro sieging rank,0.12,Green
gm boosting throne,0.10,Green
hf jungling heals,0.10,Green
push sentry,0.10,Green
rotating turret,0.12,Green
swapping spawn,0.12,Green
chasing bridge,0.10,Green
imho,0.12,Green
nah rotating flag,0.13,Green
bet selling throne,0.12,Green
rushing cooldowns,0.13,Green
glhf rotating nerf,0.10,Green
lagging scoreboard,0.13,Green
pog rotating gold,0.12,Green
patrolling spawn,0.12,Green
tmr assaulting bridge,0.12,Green
smh kiting base,0.12,Green
hype chasing carry,0.12,Green
ig smurf,0.10,Green
aoe protecting mid,0.13,Green
covering mic,0.13,Green
fwiw objective,0.12,Green
iirc planting perimeter,0.12,Green
rq holding tunnel,0.12,Green
bruh tracking round,0.10,Green
close push ping,0.13,Green
defend crate,0.13,Green
customs inventory,0.12,Green
k crashing stamina,0.10,Green
draft staggering voice,0.13,Green
here defend discord,0.13,Green
heard warping fps,0.13,Green
peeking duo,0.13,Green
oom ulting mats,0.12,Green
ofc dueling gold,0.13,Green
rushing fountain,0.13,Green
flanking crate,0.10,Green
xd pulling perimeter,0.12,Green
inhouse pulling point,0.13,Green
hp defend kills,0.13,Green
equipping stream,0.13,Green
ig capping lobby,0.12,Green
bet reloading perimeter,0.12,Green
bbl contesting mic,0.10,Green
wtb contesting assists,0.10,Green
fr laning party,0.10,Green
soon buying jungle,0.13,Green
fr snowballing ping,0.12,Green
rip farming cache,0.10,Green
wow planting chest,0.12,Green
kk resetting cooldowns,0.10,Green
wtt wall,0.10,Green
mia neutralizing mic,0.13,Green
afaik fountain,0.10,Green
scrim covering map,0.13,Green
raiding settings,0.13,Green
w scouting pit,0.12,Green
tmr equipping backpack,0.10,Green
xd selling carry,0.12,Green
gratz pinging route,0.13,Green
bruh rushing kills,0.12,Green
mb dps,0.13,Green
chill nerf,0.10,Green
lmao jungling stats,0.13,Green
idk mats,0.13,Green
heard camping match,0.12,Green
inhouse poking gold,0.12,Green
tmr rushing minions,0.12,Green
oom sprinting meter,0.13,Green
diff healing clan,0.13,Green
rez loadout,0.10,Green
defend alt,0.10,Green
gl rotating scoreboard,0.13,Green
spectating scoreboard,0.10,Green
dced chasing cooldowns,0.10,Green
scrim poking stream,0.12,Green
op swapping chest,0.13,Green
inc binds,0.12,Green
deadass health,0.13,Green
wtb escaping aggro,0.10,Green
baiting fps,0.10,Green
vgg joining shields,0.13,Green
obv sieging match,0.10,Green
tbf loot,0.12,Green
ez reviving xp,0.10,Green
nvm muting tunnel,0.10,Green
ig tracking inventory,0.13,Green
zoning leaderboard,0.13,Green
boosting tower,0.13,Green
diff roaming duo,0.13,Green
wya smurfing objective,0.12,Green
hf bombsite,0.13,Green
meh lobby,0.12,Green
based lobby,0.12,Green
tmr grinding clan,0.10,Green
sus drop tower,0.12,Green
jk drop mana,0.13,Green
casual,0.12,Green
obv map,0.13,Green
afk contesting settings,0.10,Green
np crafting throne,0.13,Green
jk peeking flag,0.10,Green
meta carrying stamina,0.13,Green
irl pinging core,0.12,Green
oom sweeping zone,0.12,Green
eta protecting bot,0.13,Green
chill resetting crate,0.13,Green
idc anchoring round,0.10,Green
bruh sentry,0.13,Green
checking tunnel,0.10,Green
bet reloading crystal,0.13,Green
escaping dps,0.13,Green
tilt sentry,0.10,Green
disengaging pit,0.13,Green
sliding rank,0.13,Green
standby trio,0.12,Green
k ulting settings,0.10,Green
scrim queueing armor,0.12,Green
copy loadout,0.13,Green
leaving mid,0.10,Green
healing leaderboard,0.10,Green
oof,0.10,Green
holding flank,0.12,Green
tmr laning sentry,0.12,Green
deadass smurf,0.12,Green
staggering respawn,0.13,Green
done checking mana,0.13,Green
gg escorting payload,0.10,Green
scrim laning alt,0.10,Green
protecting round,0.12,Green
pve ulting angle,0.12,Green
wp spraying round,0.12,Green
countering cooldowns,0.10,Green
defend inventory,0.12,Green
vgg warping stats,0.10,Green
ig loadout,0.13,Green
spectating fountain,0.13,Green
invading bridge,0.10,Green
jk healing sentry,0.12,Green
muting choke,0.10,Green
brb crouching spawn,0.10,Green
irl queueing armor,0.10,Green
tourney planting ult,0.12,Green
smh binds,0.12,Green
snowballing chokepoint,0.12,Green
rq cooldowns,0.12,Green
cc smurfing dps,0.12,Green
f stats,0.12,Green
contesting stats,0.10,Green
jungling squad,0.12,Green
copy discord,0.13,Green
close,0.12,Green
mb alt,0.10,Green
nice stream,0.12,Green
wdym crashing rank,0.10,Green
tourney sprinting cart,0.13,Green
nice baiting flank,0.10,Green
dced objective,0.12,Green
rq minimap,0.13,Green
wtt push tank,0.10,Green
countering bombsite,0.10,Green
pog stacking point,0.12,Green
eta focusing match,0.10,Green
sec poking bombsite,0.13,Green
yw ping,0.10,Green
oom main,0.12,Green
ig laning scoreboard,0.13,Green
league flag,0.12,Green
thx turret,0.12,Green
omg resetting trio,0.10,Green
ig minimap,0.13,Green
rq sieging turret,0.10,Green
spraying health,0.12,Green
lagging choke,0.12,Green
mia sprinting bombsite,0.12,Green
aiming nexus,0.12,Green
meta,0.12,Green
mia crafting crystal,0.12,Green
iirc adds,0.12,Green
surrendering bot,0.12,Green
np smurf,0.13,Green
glhf stacking pit,0.13,Green
l kiting throne,0.10,Green
ama protecting trio,0.13,Green
tmr fountain,0.13,Green
req jungling xp,0.10,Green
wts neutralizing meter,0.12,Green
sus harassing leaderboard,0.13,Green
based push meter,0.10,Green
ok muting sentry,0.12,Green
kiting fountain,0.10,Green
f peeking party,0.10,Green
scrim chasing clan,0.10,Green
gratz pulling main,0.12,Green
hype sniping shop,0.10,Green
hf trading voice,0.10,Green
hf leashing ammo,0.12,Green
wts clan,0.13,Green
rez sieging match,0.12,Green
gz energy,0.13,Green
rng leaderboard,0.13,Green
glhf carrying ult,0.12,Green
ambushing backpack,0.13,Green
wtb carrying chest,0.12,Green
inhouse crafting armor,0.12,Green
aoe dodging tank,0.10,Green
elo bombsite,0.10,Green
yw barracks,0.10,Green
op harassing site,0.12,Green
ok armor,0.12,Green
ranked snowballing clan,0.10,Green
done reporting mid,0.12,Green
soon rushing angle,0.13,Green
dude queueing zone,0.13,Green
wya countering lane,0.12,Green
diving sentry,0.13,Green
deadass ambushing loot,0.10,Green
rez sprinting support,0.10,Green
gratz grinding match,0.12,Green
resetting barracks,0.12,Green
ready defusing lane,0.13,Green
glhf surrendering bombsite,0.12,Green
imho countering ammo,0.13,Green
idk snowballing shields,0.13,Green
ranked tower,0.12,Green
bbl ult,0.12,Green
gg lagging cooldowns,0.13,Green
pvp peeking vault,0.10,Green
close contesting site,0.13,Green
idc countering stream,0.13,Green
smh tower,0.10,Green
ff sweeping trio,0.10,Green
cap account,0.12,Green
customs spectating bridge,0.13,Green
splitpushing point,0.10,Green
poking creeps,0.10,Green
zoning shop,0.13,Green
stomp aiming crystal,0.10,Green
cc defusing nexus,0.12,Green
sweeping clan,0.10,Green
soon looting discord,0.12,Green
hp duo,0.10,Green
dude route,0.12,Green
lfg buying spawn,0.13,Green
valid capping mic,0.12,Green
mood focusing discord,0.13,Green
healing tunnel,0.10,Green
gl tracking ping,0.10,Green
gl staggering cache,0.13,Green
muting cooldowns,0.12,Green
ggs equipping fountain,0.12,Green
yolo invading nerf,0.12,Green
meta anchoring gold,0.12,Green
pulling deaths,0.12,Green
ready kiting throne,0.12,Green
imo ult,0.10,Green
yep backing radar,0.10,Green
aoe warding aggro,0.12,Green
lfg respawn,0.10,Green
league splitpushing chest,0.13,Green
wtb boosting main,0.12,Green
valid lane,0.12,Green
inhouse baiting kills,0.12,Green
fr camping scoreboard,0.10,Green
noted peeling objective,0.12,Green
obv anchoring base,0.10,Green
tapping assists,0.13,Green
yw throwing radar,0.10,Green
engaging rank,0.10,Green
peeling health,0.12,Green
inc fps,0.13,Green
f carrying minions,0.10,Green
wow tracking support,0.13,Green
ngl squad,0.12,Green
wya deaths,0.10,Green
dced kiting mats,0.10,Green
wts farming flag,0.10,Green
here reporting payload,0.12,Green
staggering mats,0.12,Green
casual bridge,0.13,Green
yep lane,0.10,Green
nbd grinding trio,0.12,Green
mmr trading binds,0.10,Green
nt crafting loot,0.13,Green
rng warping base,0.10,Green
soon splitpushing shop,0.10,Green
oom muting main,0.10,Green
ngl snowballing tank,0.13,Green
here saving carry,0.12,Green
