Content,Score,Category
"phucking bruh bronze",0.97,Nuclear
"fook hell clown",0.97,Nuclear
"kill urself unreal no more",0.98,Nuclear
"fuking no more",0.97,Nuclear
"f-u-c-k tilt",0.97,Nuclear
"touch grass literal wild",0.98,Nuclear
"trashy worst",0.97,Nuclear
"kys dogshit end",0.99,Nuclear
"f*cking cant anymore",0.97,Nuclear
"damn ape",0.98,Nuclear
"sit f**k sht",0.98,Nuclear
"fker toxic",0.98,Nuclear
"f_u_c_k worst clown",0.99,Nuclear
"horseshit stop scum",0.97,Nuclear
"exhausting tumor",0.99,Nuclear
"f-k-i-n-g tragic griefer",0.98,Nuclear
"drop dead just end",0.97,Nuclear
"go next peace out",0.99,Nuclear
"dodge fvcking troll",0.99,Nuclear
"absolute cant anymore",0.99,Nuclear
"uninstalling moron",0.97,Nuclear
"absolute ridiculous",0.97,Nuclear
"uninstalling imbecile",0.98,Nuclear
"log off just stop",0.97,Nuclear
"nonsense bronze",0.98,Nuclear
"worst npc",0.99,Nuclear
"go fck walking away",0.97,Nuclear
"f**king pull the plug ape",0.97,Nuclear
"quit tilt",0.97,Nuclear
"fukk pull the plug",0.99,Nuclear
"neck urself fvcking logging out",0.97,Nuclear
"kys braindead",0.98,Nuclear
"horseshit fuck",0.98,Nuclear
"stfu go fk walking away",0.98,Nuclear
"mfing make it stop prick",0.99,Nuclear
"fucker log off kid",0.97,Nuclear
"touch grass wrap it up",0.98,Nuclear
"get cancer stepping away",0.99,Nuclear
"get out actual broken",0.98,Nuclear
"shut up fucker why",0.99,Nuclear
"get cancer pathetic deleting",0.97,Nuclear
"chalked npc",0.98,Nuclear
"miserable noob",0.97,Nuclear
"plz quit f_cking had enough",0.99,Nuclear
"plz quit bullshit crazy",0.98,Nuclear
"fuking wtf griefer",0.99,Nuclear
"ggs subhuman",0.98,Nuclear
"ff f_cking trash",0.97,Nuclear
"dead waste",0.97,Nuclear
"f**king log off subhuman",0.97,Nuclear
"delete game cant anymore",0.99,Nuclear
"f*ck cant anymore whore",0.98,Nuclear
"fvcking over trash",0.99,Nuclear
"braindead dead tumor",0.98,Nuclear
"unreal just end",0.99,Nuclear
"uninstalling random",0.98,Nuclear
"shut up f.u.c.k tragic",0.99,Nuclear
"go fck done",0.98,Nuclear
"f_ck trolling",0.97,Nuclear
"washed ape",0.99,Nuclear
"dodge chalked",0.98,Nuclear
"go next fookin stepping away",0.98,Nuclear
"phucking tragic npc",0.97,Nuclear
"mentally ill chalked",0.99,Nuclear
"crap waste",0.99,Nuclear
"cope fvcking crap",0.97,Nuclear
"leave fuck disgusting",0.99,Nuclear
"insane stepping away noob",0.99,Nuclear
"stfu f u c k i n g crap",0.99,Nuclear
"dodge brainless malding",0.97,Nuclear
"get cancer brainless bullshit",0.99,Nuclear
"leave uninstalling",0.98,Nuclear
"tragic ape",0.99,Nuclear
"fuking miserable",0.97,Nuclear
"f_u_c_k terrible",0.99,Nuclear
"shut up wack",0.98,Nuclear
"cancerous just end kid",0.99,Nuclear
"dogshit chalked iron",0.98,Nuclear
"f**k awful",0.98,Nuclear
"vile garbage bronze",0.98,Nuclear
"phuck miserable dog",0.98,Nuclear
"fck freak",0.97,Nuclear
"fvck logging out",0.98,Nuclear
"pathetic wtf dog",0.98,Nuclear
"kill urself fucker over",0.98,Nuclear
"fookin washed animal",0.98,Nuclear
"braindead im done bitch",0.98,Nuclear
"cope garbage",0.97,Nuclear
"unlucky garbage",0.98,Nuclear
"uninstall finished",0.99,Nuclear
"toxic lmao",0.99,Nuclear
"go next f**k end it all",0.99,Nuclear
"fucking gg next",0.99,Nuclear
"fvck omfg",0.98,Nuclear
"f*ck nonsense",0.98,Nuclear
"gtfo hell",0.99,Nuclear
"fvck chalked garbage",0.98,Nuclear
"uninstalling shitter",0.98,Nuclear
"drop dead fucked cooked",0.97,Nuclear
"seethe deleting",0.98,Nuclear
"actual done pussy",0.98,Nuclear
"literal over it tumor",0.98,Nuclear
"tilt subhuman",0.98,Nuclear
"absolute no more",0.98,Nuclear
"fkng chalked tumor",0.97,Nuclear
"touch grass fukk please",0.98,Nuclear
"unreal please prick",0.98,Nuclear
"shut up phucking worst",0.98,Nuclear
"fookin bs bastard",0.99,Nuclear
"no more autist",0.98,Nuclear
"over npc",0.99,Nuclear
"fukking peace out dick",0.97,Nuclear
"gtfo ridiculous",0.98,Nuclear
"cry more insane braindead",0.98,Nuclear
"motherfucking awful",0.99,Nuclear
"worthless peace out shitter",0.98,Nuclear
"delete game fok shut it down",0.98,Nuclear
"delete game cancerous horrible",0.98,Nuclear
"fok over it",0.97,Nuclear
"drop dead fookin over",0.98,Nuclear
"shut up fukk dammit",0.98,Nuclear
"literal im leaving noob",0.98,Nuclear
"neck urself fcked broken",0.99,Nuclear
"fucking bs npc",0.98,Nuclear
"shutup trash",0.99,Nuclear
"washed clown",0.98,Nuclear
"shutup vile troll",0.98,Nuclear
"leave troll",0.99,Nuclear
"alt f4 f*cking wack",0.98,Nuclear
"ff insane im leaving",0.98,Nuclear
"go next mentally ill wild",0.98,Nuclear
"get cancer cancerous why",0.97,Nuclear
"go next fookin broken",0.98,Nuclear
"mentally ill troll clown",0.98,Nuclear
"alt f4 f_ck im retiring",0.98,Nuclear
"plz quit tragic",0.98,Nuclear
"mentally ill gg next",0.98,Nuclear
"gtfo delusional terrible",0.99,Nuclear
"cringe im retiring",0.98,Nuclear
"drop dead f_ck bruh",0.97,Nuclear
"pull the plug dick",0.98,Nuclear
"disgusting make it stop idiot",0.97,Nuclear
"fckng useless",0.97,Nuclear
"go next pathetic awful",0.98,Nuclear
"damn tumor",0.98,Nuclear
"log off f -u c-k washed",0.98,Nuclear
"drop dead fvcking crap",0.97,Nuclear
"f_u_c_k gg cancer",0.98,Nuclear
"go next f-u-c-k fck",0.97,Nuclear
"f-k-i-n-g cooked bot",0.98,Nuclear
"f u c k tilt",0.98,Nuclear
"go fk im leaving",0.98,Nuclear
"cope peace out",0.98,Nuclear
"horseshit meaningless iron",0.98,Nuclear
"done for freak",0.98,Nuclear
"kill urself no more",0.97,Nuclear
"troll animal",0.98,Nuclear
"go fck stop trash",0.98,Nuclear
"get cancer fok bruh",0.97,Nuclear
"worst whore",0.97,Nuclear
"tilted cancer",0.97,Nuclear
"worthless im leaving prick",0.98,Nuclear
"phuck ridiculous",0.97,Nuclear
"sit fker insane",0.98,Nuclear
"ff terrible",0.98,Nuclear
"get cancer wild",0.98,Nuclear
"fkk tilt",0.97,Nuclear
"drop dead trashy horrible",0.97,Nuclear
"gtfo dogshit shit",0.98,Nuclear
"fvck bruh",0.99,Nuclear
"trash pussy",0.98,Nuclear
"dammit freak",0.98,Nuclear
"stfu literal no more",0.98,Nuclear
"choke i give up",0.99,Nuclear
"horseshit braindead",0.99,Nuclear
"f_u_c_k over it troll",0.97,Nuclear
"fking washed",0.97,Nuclear
"fok horrible dick",0.98,Nuclear
"alt f4 fok wack",0.99,Nuclear
"neck urself bullshit",0.98,Nuclear
"absolute miserable prick",0.98,Nuclear
"unreal pointless moron",0.98,Nuclear
"plz quit f**king pull the plug",0.98,Nuclear
"unreal over ape",0.97,Nuclear
"cry more fkk unlucky",0.99,Nuclear
"go next f**k miserable",0.99,Nuclear
"f _u_ck braindead",0.97,Nuclear
"kill urself fok please",0.98,Nuclear
"gtfo worthless over it",0.98,Nuclear
"drop dead mentally ill its over",0.98,Nuclear
"malding waste",0.97,Nuclear
"cringe peace out autist",0.99,Nuclear
"crazy prick",0.99,Nuclear
"make it stop dog",0.99,Nuclear
"fck useless",0.99,Nuclear
"fvcking stepping away retard",0.99,Nuclear
"f**k ridiculous",0.99,Nuclear
"f**k terrible noob",0.99,Nuclear
"worst pussy",0.98,Nuclear
"actual bs cunt",0.98,Nuclear
"wack dick",0.98,Nuclear
"dodge deleting",0.98,Nuclear
"cringe no more imbecile",0.98,Nuclear
"quit fck done",0.98,Nuclear
"disgusting toxic",0.97,Nuclear
"cry more fuk washed",0.97,Nuclear
"fck bs scum",0.98,Nuclear
"f.u.c.k ggs",0.98,Nuclear
"cope f u c k i n g i give up",0.98,Nuclear
"drop dead damn",0.99,Nuclear
"seethe vile bullshit",0.98,Nuclear
"cope fcking wack",0.98,Nuclear
"wild autist",0.97,Nuclear
"go fck chalked freak",0.99,Nuclear
"seethe bullshit",0.99,Nuclear
"insane noob",0.99,Nuclear
"choke mfing deleting",0.98,Nuclear
"neck urself crazy",0.98,Nuclear
"gtfo chalked",0.98,Nuclear
"plz quit fucking wild",0.98,Nuclear
"tilt npc",0.98,Nuclear
"cope f u c k i n g tilt",0.97,Nuclear
"its over ape",0.98,Nuclear
"bullshit washed",0.99,Nuclear
"shut up make it stop",0.97,Nuclear
"braindead dead loser",0.97,Nuclear
"bullshit useless",0.98,Nuclear
"troll subhuman",0.98,Nuclear
"leave bullshit",0.99,Nuclear
"trashy end cunt",0.98,Nuclear
"bs bot",0.98,Nuclear
"fvcking no more",0.98,Nuclear
"f_cking exhausting",0.98,Nuclear
"stfu stop",0.99,Nuclear
"go next pull the plug",0.98,Nuclear
"dodge meaningless",0.99,Nuclear
"over autist",0.99,Nuclear
"trashy washed scum",0.98,Nuclear
"fckng lmao",0.99,Nuclear
"sht bozo",0.97,Nuclear
"had enough slut",0.98,Nuclear
"cry more worthless bullshit",0.97,Nuclear
"f u c k i n g broken retard",0.98,Nuclear
"log off f u c k i n g trash",0.97,Nuclear
"quit cooked",0.99,Nuclear
"fuk malding imbecile",0.98,Nuclear
"leave motherfucking tilt",0.99,Nuclear
"washed prick",0.98,Nuclear
"kys insane im out",0.99,Nuclear
"fookin im out freak",0.97,Nuclear
"go next cancerous crazy",0.98,Nuclear
"choke had enough",0.97,Nuclear
"actual uninstalling dog",0.99,Nuclear
"literal bruh iron",0.97,Nuclear
"f_ck im quitting",0.97,Nuclear
"trashy unlucky bronze",0.97,Nuclear
"go next wild",0.98,Nuclear
"cope fookin its over",0.97,Nuclear
"gtfo phuck damn",0.97,Nuclear
"fcked omfg tumor",0.98,Nuclear
"shut up delusional make it stop",0.98,Nuclear
"go fck exhausting",0.98,Nuclear
"actual im retiring",0.97,Nuclear
"seethe fkk cant take it",0.99,Nuclear
"f**king bullshit",0.97,Nuclear
"plz quit im quitting",0.97,Nuclear
"sit had enough",0.98,Nuclear
"fker trolling",0.98,Nuclear
"shutup go fk no more",0.99,Nuclear
"log off im quitting",0.99,Nuclear
"motherfucking damn bastard",0.98,Nuclear
"useless just stop whore",0.98,Nuclear
"no more garbage",0.98,Nuclear
"sit f*ck im out",0.97,Nuclear
"fckn broken subhuman",0.98,Nuclear
"shutup toxic",0.98,Nuclear
"gtfo malding",0.98,Nuclear
"shit slut",0.99,Nuclear
"fvck done for whore",0.99,Nuclear
"drop dead f-u-c-k washed",0.98,Nuclear
"get out actual chalked",0.98,Nuclear
"neck urself f**king end",0.98,Nuclear
"terrible prick",0.98,Nuclear
"go fck im out imbecile",0.99,Nuclear
"get cancer gg next",0.98,Nuclear
"fkng end",0.98,Nuclear
"fuk i give up idiot",0.98,Nuclear
"f**k nonsense random",0.99,Nuclear
"f _u_ck insane cancer",0.98,Nuclear
"insane random",0.98,Nuclear
"fcking pathetic shitter",0.97,Nuclear
"finished garbage",0.99,Nuclear
"cope delusional exhausting",0.97,Nuclear
"kill urself pathetic braindead",0.98,Nuclear
"motherfucking nonsense",0.98,Nuclear
"kill urself f u c k bullshit",0.98,Nuclear
"mfing joke moron",0.97,Nuclear
"horrible pussy",0.97,Nuclear
"kys absolute awful",0.98,Nuclear
"make it stop retard",0.97,Nuclear
"malding retard",0.99,Nuclear
"f**king meaningless random",0.99,Nuclear
"cry more go fck cooked",0.97,Nuclear
"f k i n g im retiring",0.98,Nuclear
"trashy dammit prick",0.98,Nuclear
"touch grass garbage",0.99,Nuclear
"choke fukk bullshit",0.99,Nuclear
"dead subhuman",0.98,Nuclear
"choke done",0.98,Nuclear
"leave checking out",0.98,Nuclear
"kill urself give up",0.98,Nuclear
"toxic random",0.97,Nuclear
"leave fok im retiring",0.99,Nuclear
"fook damn dog",0.99,Nuclear
"quit motherfucking wild",0.97,Nuclear
"cry more give up",0.97,Nuclear
"touch grass f k i n g checking out",0.97,Nuclear
"shitty cant take it loser",0.97,Nuclear
"fcking im out",0.99,Nuclear
"get out troll",0.99,Nuclear
"braindead chalked",0.97,Nuclear
"gg next loser",0.98,Nuclear
"delete game mentally ill chalked",0.99,Nuclear
"go fck hell slut",0.98,Nuclear
"kill urself go fk pull the plug",0.98,Nuclear
"disgusting log off cunt",0.98,Nuclear
"literal hell garbage",0.99,Nuclear
"absolute gg next",0.97,Nuclear
"alt f4 fkng ggs",0.99,Nuclear
"delete game disgusting over it",0.98,Nuclear
"cry more chalked",0.97,Nuclear
"get out f**king awful",0.98,Nuclear
"uninstall crap",0.97,Nuclear
"finished iron",0.98,Nuclear
"useless dammit",0.97,Nuclear
"toxic just end retard",0.98,Nuclear
"mentally ill logging out garbage",0.99,Nuclear
"neck urself toxic hell",0.97,Nuclear
"fuk hell",0.99,Nuclear
"get out pathetic awful",0.98,Nuclear
"f -u c-k no more animal",0.98,Nuclear
"ff why",0.97,Nuclear
"ff shit",0.97,Nuclear
"fucking wack bitch",0.97,Nuclear
"please clown",0.98,Nuclear
"cancerous joke",0.98,Nuclear
"touch grass fckng walking away",0.99,Nuclear
"fuk fck kid",0.97,Nuclear
"shutup literal bullshit",0.98,Nuclear
"f k i n g done dick",0.98,Nuclear
"sit wrap it up",0.97,Nuclear
"fook unlucky freak",0.98,Nuclear
"phucking no more moron",0.99,Nuclear
"fkk just stop",0.97,Nuclear
"shutup fuking just end",0.98,Nuclear
"shutup f_ck cant anymore",0.98,Nuclear
"fkng tilted whore",0.98,Nuclear
"drop dead wack",0.98,Nuclear
"touch grass braindead fck",0.97,Nuclear
"why random",0.98,Nuclear
"fcking tilt",0.98,Nuclear
"fcking cooked clown",0.97,Nuclear
"sit go fk useless",0.97,Nuclear
"unreal washed",0.98,Nuclear
"kys shitty fuck",0.97,Nuclear
"dodge f_ck chalked",0.97,Nuclear
"kill urself wrap it up",0.98,Nuclear
"go next f**king wack",0.98,Nuclear
"fck troll",0.98,Nuclear
"brainless logging out",0.98,Nuclear
"shit feeder",0.99,Nuclear
"dodge braindead",0.97,Nuclear
"f -u c-k toxic bozo",0.97,Nuclear
"absolute gg next dick",0.99,Nuclear
"seethe f -u c-k done for",0.99,Nuclear
"actual over it freak",0.98,Nuclear
"f u c k pointless",0.99,Nuclear
"delete game stop",0.97,Nuclear
"end it all feeder",0.98,Nuclear
"tilted cunt",0.98,Nuclear
"drop dead ridiculous",0.97,Nuclear
"touch grass f-u-c-k terrible",0.98,Nuclear
"f u c k i n g stop bronze",0.97,Nuclear
"insane terrible subhuman",0.98,Nuclear
"f*ck worst",0.97,Nuclear
"dodge cant anymore",0.98,Nuclear
"horseshit ggs",0.97,Nuclear
"cooked cancer",0.99,Nuclear
"cry more troll",0.97,Nuclear
"neck urself fcking done",0.98,Nuclear
"get out f _u_ck troll",0.97,Nuclear
"im leaving iron",0.99,Nuclear
"over it subhuman",0.99,Nuclear
"log off cant anymore",0.98,Nuclear
"deleting imbecile",0.98,Nuclear
"broken imbecile",0.99,Nuclear
"literal pointless imbecile",0.99,Nuclear
"shut up disgusting pointless",0.98,Nuclear
"fook gg",0.98,Nuclear
"choke phuck please",0.97,Nuclear
"cancerous checking out",0.99,Nuclear
"f**king pull the plug",0.98,Nuclear
"f.u.c.k gg moron",0.98,Nuclear
"chalked prick",0.98,Nuclear
"stop griefer",0.98,Nuclear
"tragic freak",0.98,Nuclear
"kys f_cking logging out",0.98,Nuclear
"fucking pathetic slut",0.97,Nuclear
"fck feeder",0.99,Nuclear
"braindead cant anymore",0.99,Nuclear
"get out pathetic give up",0.98,Nuclear
"miserable pussy",0.98,Nuclear
"f _u_ck gg next loser",0.99,Nuclear
"damn retard",0.97,Nuclear
"ff actual checking out",0.98,Nuclear
"over dog",0.98,Nuclear
"ff garbage",0.99,Nuclear
"log off fuck",0.98,Nuclear
"bullshit im leaving",0.98,Nuclear
"toxic over prick",0.98,Nuclear
"plz quit f_ck im retiring",0.99,Nuclear
"touch grass shit",0.99,Nuclear
"f**k shut it down",0.99,Nuclear
"fook ggs",0.98,Nuclear
"braindead no more shitter",0.98,Nuclear
"cry more fvck end",0.98,Nuclear
"go next literal finished",0.97,Nuclear
"delusional bruh",0.99,Nuclear
"horseshit crap",0.97,Nuclear
"get cancer pull the plug",0.99,Nuclear
"uninstall fkng make it stop",0.97,Nuclear
"go next fkk fck",0.98,Nuclear
"go next fvck just end",0.98,Nuclear
"end kid",0.97,Nuclear
"fucked useless iron",0.99,Nuclear
"fukking trash bot",0.97,Nuclear
"drop dead f-k-i-n-g done",0.98,Nuclear
"cry more fcking dead",0.99,Nuclear
"garbage trash",0.98,Nuclear
"ggs troll",0.97,Nuclear
"trolling whore",0.98,Nuclear
"f_cking nonsense iron",0.97,Nuclear
"fvcking disgusting hardstuck",0.99,Nuclear
"stfu fuck braindead",0.98,Nuclear
"fuck bs bronze",0.98,Nuclear
"cancerous done pussy",0.97,Nuclear
"im done tumor",0.99,Nuclear
"seethe lmao",0.99,Nuclear
"fvck its over pussy",0.97,Nuclear
"sit delusional make it stop",0.98,Nuclear
"cringe wrap it up kid",0.98,Nuclear
"mfing wack feeder",0.98,Nuclear
"fking walking away scum",0.98,Nuclear
"insane useless",0.99,Nuclear
"fuking washed ape",0.99,Nuclear
"leave wtf",0.97,Nuclear
"useless finished troll",0.98,Nuclear
"go fk ridiculous",0.99,Nuclear
"dodge vile malding",0.99,Nuclear
"sht hardstuck",0.98,Nuclear
"alt f4 gg",0.99,Nuclear
"kill urself fuking fuck",0.98,Nuclear
"logging out animal",0.99,Nuclear
"actual broken griefer",0.98,Nuclear
"fuck ggs waste",0.97,Nuclear
"hell moron",0.97,Nuclear
"done freak",0.97,Nuclear
"fkk bruh shitter",0.98,Nuclear
"f_ck joke",0.99,Nuclear
"leave dogshit omfg",0.98,Nuclear
"fuck animal",0.97,Nuclear
"hell troll",0.98,Nuclear
"alt f4 pathetic damn",0.97,Nuclear
"f k i n g lmao",0.99,Nuclear
"worst idiot",0.98,Nuclear
"choke joke",0.98,Nuclear
"neck urself ggs",0.98,Nuclear
"seethe dogshit deleting",0.99,Nuclear
"choke f _u_ck had enough",0.98,Nuclear
"fuk i give up feeder",0.99,Nuclear
"uninstall f _u_ck bs",0.99,Nuclear
"alt f4 exhausting",0.98,Nuclear
"f**king done retard",0.98,Nuclear
"get out miserable",0.99,Nuclear
"ggs freak",0.98,Nuclear
"quit f-u-c-k useless",0.98,Nuclear
"gtfo ggs",0.99,Nuclear
"uninstall bs",0.98,Nuclear
"delusional braindead",0.99,Nuclear
"phucking why",0.99,Nuclear
"uninstall its over",0.98,Nuclear
"get cancer toxic",0.97,Nuclear
"fook wtf loser",0.98,Nuclear
"fkk horrible garbage",0.97,Nuclear
"get cancer vile bullshit",0.98,Nuclear
"bullshit done random",0.97,Nuclear
"f u c k i n g shit",0.99,Nuclear
"touch grass make it stop",0.97,Nuclear
"shutup motherfucking nonsense",0.98,Nuclear
"sit useless terrible",0.98,Nuclear
"quit no more",0.98,Nuclear
"motherfucking wtf trash",0.98,Nuclear
"cooked feeder",0.99,Nuclear
"f**k tilted imbecile",0.98,Nuclear
"stfu miserable",0.99,Nuclear
"f u c k done for",0.97,Nuclear
"meaningless loser",0.98,Nuclear
"f u c k trash trash",0.97,Nuclear
"cope fck cant take it",0.97,Nuclear
"alt f4 bullshit over it",0.97,Nuclear
"log off f**k ggs",0.98,Nuclear
"dodge dead",0.97,Nuclear
"phucking end loser",0.98,Nuclear
"useless dick",0.97,Nuclear
"go next f.u.c.k terrible",0.98,Nuclear
"done retard",0.98,Nuclear
"trolling garbage",0.97,Nuclear
"pathetic deleting",0.98,Nuclear
"f**k checking out",0.98,Nuclear
"fckng tragic",0.99,Nuclear
"gtfo actual damn",0.99,Nuclear
"gtfo insane gg next",0.98,Nuclear
"fuking bullshit random",0.98,Nuclear
"shutup just stop",0.99,Nuclear
"f u c k omfg whore",0.98,Nuclear
"cry more over it",0.99,Nuclear
"shitty crazy",0.98,Nuclear
"delete game hell",0.99,Nuclear
"washed subhuman",0.98,Nuclear
"plz quit fuk log off",0.97,Nuclear
"fvck crazy idiot",0.98,Nuclear
"worthless sht",0.98,Nuclear
"insane iron",0.98,Nuclear
"fuk finished",0.99,Nuclear
"logging out scum",0.98,Nuclear
"fucking dammit",0.99,Nuclear
"fvck miserable shitter",0.99,Nuclear
"f**king stop loser",0.99,Nuclear
"over retard",0.99,Nuclear
"ridiculous iron",0.99,Nuclear
"drop dead unreal just stop",0.98,Nuclear
"dogshit cant anymore dick",0.99,Nuclear
"fuking done for whore",0.97,Nuclear
"drop dead horseshit gg next",0.97,Nuclear
"fukk troll troll",0.98,Nuclear
"cant take it prick",0.97,Nuclear
"neck urself actual terrible",0.97,Nuclear
"actual done feeder",0.98,Nuclear
"no more dog",0.98,Nuclear
"fkng braindead griefer",0.98,Nuclear
"fuking trolling cunt",0.99,Nuclear
"get cancer mentally ill pointless",0.98,Nuclear
"useless hell troll",0.97,Nuclear
"fkk worst bitch",0.97,Nuclear
"sit delusional wrap it up",0.98,Nuclear
"alt f4 f -u c-k please",0.98,Nuclear
"f_u_c_k bs tumor",0.98,Nuclear
"f-k-i-n-g i give up",0.97,Nuclear
"get cancer tilt",0.98,Nuclear
"useless over it slut",0.98,Nuclear
"fook washed scum",0.97,Nuclear
"sit absolute awful",0.98,Nuclear
"cry more cant take it",0.98,Nuclear
"fookin trolling garbage",0.99,Nuclear
"f_cking give up noob",0.97,Nuclear
"drop dead bullshit",0.98,Nuclear
"motherfucking finished scum",0.98,Nuclear
"f*cking trolling ape",0.99,Nuclear
"braindead kid",0.98,Nuclear
"choke washed",0.97,Nuclear
"fuk insane feeder",0.99,Nuclear
"trash bitch",0.98,Nuclear
"fvcking troll",0.99,Nuclear
"shutup absolute wild",0.97,Nuclear
"quit phucking end it all",0.97,Nuclear
"literal gg",0.97,Nuclear
"done hardstuck",0.97,Nuclear
"bullshit malding",0.98,Nuclear
"over it loser",0.98,Nuclear
"fook tragic",0.98,Nuclear
"chalked cunt",0.99,Nuclear
"fucking walking away freak",0.98,Nuclear
"end pussy",0.98,Nuclear
"sht bitch",0.98,Nuclear
"cringe done for prick",0.98,Nuclear
"cringe crazy slut",0.98,Nuclear
"fukking chalked bot",0.97,Nuclear
"unreal had enough random",0.99,Nuclear
"fck ggs",0.98,Nuclear
"sit f-k-i-n-g terrible",0.98,Nuclear
"fckn end it all",0.97,Nuclear
"quit im retiring",0.99,Nuclear
"phuck peace out loser",0.98,Nuclear
"f _u_ck unlucky",0.98,Nuclear
"stfu bs",0.97,Nuclear
"seethe useless nonsense",0.97,Nuclear
"fucked just stop",0.98,Nuclear
"pathetic im quitting hardstuck",0.98,Nuclear
"please pussy",0.97,Nuclear
"just end trash",0.97,Nuclear
"cooked noob",0.97,Nuclear
"neck urself i give up",0.99,Nuclear
"end clown",0.97,Nuclear
"kill urself hell",0.99,Nuclear
"log off shut it down",0.99,Nuclear
"log off disgusting sht",0.98,Nuclear
"seethe disgusting just end",0.99,Nuclear
"im gone cancer",0.98,Nuclear
"vile trolling clown",0.97,Nuclear
"stfu f u c k malding",0.98,Nuclear
"get out fukking logging out",0.98,Nuclear
"make it stop bitch",0.97,Nuclear
"cant take it feeder",0.99,Nuclear
"seethe fukking garbage",0.98,Nuclear
"why idiot",0.97,Nuclear
"fuck please",0.98,Nuclear
"kys malding",0.97,Nuclear
"fcked omfg autist",0.99,Nuclear
"fkk chalked prick",0.98,Nuclear
"f _u_ck worst clown",0.99,Nuclear
"fook i give up bronze",0.98,Nuclear
"alt f4 fucking please",0.99,Nuclear
"fucked cooked waste",0.98,Nuclear
"trash hardstuck",0.97,Nuclear
"shut up shitty im gone",0.98,Nuclear
"phuck over it",0.97,Nuclear
"quit unreal done for",0.98,Nuclear
"quit f**k done",0.97,Nuclear
"fook chalked",0.99,Nuclear
"plz quit fukking walking away",0.97,Nuclear
"dodge im gone",0.99,Nuclear
"fuck tilt clown",0.98,Nuclear
"pathetic cant take it",0.99,Nuclear
"over idiot",0.97,Nuclear
"fuking checking out cunt",0.98,Nuclear
"fucked pointless",0.98,Nuclear
"f _u_ck i give up autist",0.97,Nuclear
"log off unreal chalked",0.99,Nuclear
"brainless cooked troll",0.97,Nuclear
"bullshit nonsense bitch",0.98,Nuclear
"cope checking out",0.97,Nuclear
"stfu horseshit pointless",0.98,Nuclear
"stfu wtf",0.98,Nuclear
"horseshit dead",0.98,Nuclear
"go next deleting",0.98,Nuclear
"kys insane insane",0.98,Nuclear
"drop dead mentally ill pathetic",0.99,Nuclear
"cry more pointless",0.97,Nuclear
"leave its over",0.98,Nuclear
"quit unreal just end",0.97,Nuclear
"uninstall meaningless",0.99,Nuclear
"kill urself fkng terrible",0.97,Nuclear
"go next disgusting",0.97,Nuclear
"wack imbecile",0.98,Nuclear
"gtfo f k i n g wack",0.98,Nuclear
"uninstall tilted",0.99,Nuclear
"horseshit log off subhuman",0.98,Nuclear
"fucker pull the plug dog",0.99,Nuclear
"delusional damn dick",0.97,Nuclear
"log off fvcking washed",0.98,Nuclear
"stop shitter",0.98,Nuclear
"fkk trash animal",0.99,Nuclear
"fukk had enough hardstuck",0.98,Nuclear
"neck urself dammit",0.98,Nuclear
"fucked cant take it cancer",0.99,Nuclear
"uninstall fkk im out",0.99,Nuclear
"go next unreal shut it down",0.97,Nuclear
"dodge log off",0.97,Nuclear
"get out fvcking its over",0.98,Nuclear
"log off useless malding",0.98,Nuclear
"touch grass broken",0.98,Nuclear
"go fk unlucky",0.97,Nuclear
"fckn wild cancer",0.98,Nuclear
"cringe i give up loser",0.99,Nuclear
"fvcking fck",0.97,Nuclear
"f*ck washed",0.99,Nuclear
"cope useless",0.97,Nuclear
"uninstall fking i give up",0.98,Nuclear
"delusional miserable prick",0.99,Nuclear
"neck urself f _u_ck tragic",0.98,Nuclear
"quit pathetic toxic",0.98,Nuclear
"disgusting done for",0.98,Nuclear
"sit fucked tilted",0.99,Nuclear
"shutup wrap it up",0.98,Nuclear
"im quitting troll",0.98,Nuclear
"seethe fkng gg",0.98,Nuclear
"sit fuk im gone",0.98,Nuclear
"unreal bullshit",0.99,Nuclear
"actual deleting npc",0.98,Nuclear
"quit had enough",0.97,Nuclear
"fkng cooked noob",0.98,Nuclear
"shutup bullshit im out",0.97,Nuclear
"go next dead",0.98,Nuclear
"fucking chalked freak",0.98,Nuclear
"cant take it whore",0.98,Nuclear
"quit horseshit cant take it",0.97,Nuclear
"leave f_ck end it all",0.97,Nuclear
"no more bitch",0.98,Nuclear
"fookin gg idiot",0.99,Nuclear
"f*cking ggs random",0.97,Nuclear
"cry more absolute peace out",0.99,Nuclear
"fucker washed",0.97,Nuclear
"fucked dammit shitter",0.98,Nuclear
"f_cking joke scum",0.98,Nuclear
"fookin done",0.98,Nuclear
"f_cking stop garbage",0.98,Nuclear
"terrible trash",0.99,Nuclear
"ff worthless miserable",0.98,Nuclear
"neck urself fuking why",0.98,Nuclear
"f -u c-k end it all",0.98,Nuclear
"fkk log off",0.98,Nuclear
"fucker useless",0.99,Nuclear
"fok crazy",0.99,Nuclear
"fckn fuck griefer",0.98,Nuclear
"braindead exhausting imbecile",0.98,Nuclear
"dodge f**king im retiring",0.97,Nuclear
"fker tragic garbage",0.98,Nuclear
"f u c k braindead",0.98,Nuclear
"delete game f u c k i n g omfg",0.97,Nuclear
"sit braindead im retiring",0.98,Nuclear
"alt f4 fukking make it stop",0.98,Nuclear
"fucked im quitting dick",0.97,Nuclear
"fking hell cunt",0.98,Nuclear
